Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,BMI_Calc,Weekly_Calories,Monthly_Calories,Monthly_Fat_Loss_kg,Current_Fat_kg,Target_Fat_kg,Fat_kg_To_Lose,Months_To_Target
36,Female,48.7,1.68,194,144,56,1.23,886,Yoga,33.7,1.6,3,1,17.25,17.25481859410431,2658,10632,1.3807792207792209,16.411900000000003,7.305,9.106900000000003,6.595478743416104
56,Female,50.6,1.7,175,146,58,1.29,848,Strength,33.1,2.3,2,1,17.51,17.508650519031143,1696,6784,0.8810389610389611,16.7486,7.59,9.1586,10.39522700471698
20,Female,72.6,1.73,199,160,68,1.27,1016,HIIT,34.8,2.5,3,2,24.26,24.257409201777538,3048,12192,1.5833766233766233,25.264799999999997,10.889999999999999,14.374799999999999,9.07857283464567
30,Female,70.4,1.56,171,125,62,1.03,644,Yoga,34.3,2.4,4,2,28.93,28.928336620644313,2576,10304,1.3381818181818181,24.1472,10.56,13.587200000000001,10.153478260869566
37,Male,76.3,1.77,180,128,57,1.36,957,HIIT,27.3,2.1,4,2,24.35,24.354431995914325,3828,15312,1.9885714285714287,20.829900000000002,11.444999999999999,9.384900000000004,4.719418103448278
45,Female,41.2,1.58,195,168,71,1.47,1111,HIIT,28.7,2.6,2,1,16.5,16.503765422207977,2222,8888,1.1542857142857144,11.8244,6.180000000000001,5.6444,4.889950495049504
58,Female,49.7,1.67,191,125,72,1.38,776,Strength,31.9,2.3,4,2,17.82,17.820646132883933,3104,12416,1.6124675324675324,15.854300000000002,7.455,8.399300000000002,5.208973099226806
20,Male,120.5,1.73,186,153,67,1.01,850,Cardio,29.3,3.4,3,2,40.26,40.261953289451704,2550,10200,1.3246753246753247,35.3065,18.075,17.2315,13.008093137254903
30,Male,121.6,2.0,179,160,60,1.24,1091,Cardio,28.0,3.3,4,2,30.4,30.4,4364,17456,2.267012987012987,34.048,18.24,15.808000000000003,6.973052245646198
45,Female,73.0,1.75,184,148,50,1.14,759,Yoga,26.6,2.0,4,2,23.84,23.836734693877553,3036,12144,1.5771428571428572,19.418,10.95,8.468,5.369202898550724
50,Female,42.7,1.53,168,155,65,1.41,983,Strength,28.4,2.4,4,2,18.24,18.24084753727199,3932,15728,2.0425974025974027,12.1268,6.405,5.721799999999999,2.801237283825025
55,Male,129.9,1.73,187,155,60,0.69,529,Yoga,21.7,3.1,3,1,43.4,43.40271977012262,1587,6348,0.8244155844155844,28.1883,19.485,8.703300000000002,10.556932892249531
23,Male,108.6,1.92,197,134,50,0.89,656,Yoga,25.8,3.5,2,1,29.46,29.459635416666664,1312,5248,0.6815584415584416,28.0188,16.29,11.7288,17.208795731707315
38,Female,49.7,1.51,179,145,65,1.25,906,HIIT,32.6,2.5,3,1,21.8,21.797289592561732,2718,10872,1.4119480519480518,16.2022,7.455,8.747200000000001,6.195128771155263
33,Female,56.4,1.54,165,155,63,1.06,822,Strength,29.2,1.5,3,1,23.78,23.781413391803003,2466,9864,1.281038961038961,16.468799999999998,8.459999999999999,8.008799999999999,6.251800486618005
28,Female,71.3,1.67,192,140,63,1.46,1022,Strength,28.1,1.5,4,2,25.57,25.565635196672524,4088,16352,2.1236363636363635,20.0353,10.694999999999999,9.340300000000001,4.398257705479453
54,Male,71.6,1.86,160,147,70,1.14,830,Yoga,25.3,2.2,3,2,20.7,20.69603422360966,2490,9960,1.2935064935064935,18.1148,10.739999999999998,7.3748000000000005,5.701401606425703
52,Female,70.6,1.69,165,135,65,1.36,826,HIIT,26.1,2.2,3,1,24.72,24.719022443191765,2478,9912,1.2872727272727273,18.4266,10.589999999999998,7.8366000000000025,6.087754237288137
36,Male,109.8,1.62,193,141,68,0.84,651,HIIT,24.4,3.5,3,1,41.84,41.83813443072702,1953,7812,1.0145454545454546,26.7912,16.47,10.321200000000001,10.173225806451613
58,Female,74.6,1.68,173,159,60,1.03,737,Yoga,26.0,2.0,4,2,26.43,26.43140589569161,2948,11792,1.5314285714285714,19.396,11.19,8.206000000000001,5.358395522388061
31,Female,63.2,1.8,166,157,66,0.59,463,Cardio,25.5,2.6,2,1,19.51,19.506172839506174,926,3704,0.48103896103896104,16.116,9.48,6.635999999999999,13.795140388768896
33,Female,53.7,1.66,191,129,72,1.25,806,HIIT,29.5,2.5,3,1,19.49,19.487588909856296,2418,9672,1.2561038961038962,15.8415,8.055,7.7865,6.1989299007444165
40,Male,63.0,2.0,176,161,71,1.42,1257,Strength,26.8,2.9,4,2,15.75,15.75,5028,20112,2.611948051948052,16.884,9.45,7.434000000000001,2.8461515513126496
28,Male,128.4,1.86,173,158,71,1.06,921,Strength,23.6,3.3,4,2,37.11,37.11411723898716,3684,14736,1.9137662337662338,30.302400000000002,19.26,11.0424,5.76998371335505
27,Female,63.7,1.52,195,120,60,1.19,714,Strength,25.4,2.1,4,2,27.57,27.570983379501385,2856,11424,1.4836363636363636,16.1798,9.555,6.6248000000000005,4.465245098039216
49,Male,83.7,1.87,183,158,53,1.29,1009,HIIT,23.9,2.3,4,2,23.94,23.93548571591981,4036,16144,2.0966233766233766,20.0043,12.555,7.449300000000001,3.552998637264619
33,Male,102.6,1.75,186,140,53,1.4,1078,HIIT,27.9,2.2,3,2,33.5,33.50204081632653,3234,12936,1.68,28.625399999999996,15.389999999999999,13.235399999999997,7.878214285714284
55,Male,87.5,1.88,191,134,73,1.19,789,Yoga,27.2,2.6,4,2,24.76,24.75667722951562,3156,12624,1.6394805194805195,23.8,13.125,10.675,6.5112088086185045
45,Female,65.4,1.68,196,129,66,0.76,441,HIIT,35.0,2.6,3,1,23.17,23.171768707483,1323,5292,0.6872727272727273,22.89,9.81,13.08,19.03174603174603
25,Female,47.2,1.71,185,142,56,0.89,632,Cardio,26.0,2.5,2,1,16.14,16.141718819465822,1264,5056,0.6566233766233767,12.272000000000002,7.08,5.192000000000002,7.9071202531645595
45,Female,58.2,1.7,168,160,53,0.95,684,Yoga,26.8,2.0,3,1,20.14,20.138408304498274,2052,8208,1.065974025974026,15.597600000000002,8.73,6.867600000000001,6.442558479532165
53,Female,73.5,1.55,194,153,72,1.17,806,HIIT,26.3,2.1,4,2,30.59,30.59313215400624,3224,12896,1.6748051948051947,19.3305,11.025,8.3055,4.9590842121588095
25,Female,64.4,1.71,179,167,61,1.12,935,HIIT,27.1,1.8,3,1,22.02,22.023870592660995,2805,11220,1.457142857142857,17.452400000000004,9.66,7.792400000000004,5.347725490196082
45,Female,73.5,1.74,181,152,50,1.18,807,Cardio,30.0,2.3,4,2,24.28,24.276654776060244,3228,12912,1.6768831168831169,22.05,11.025,11.025,6.574697955390334
54,Male,86.5,1.76,189,158,68,1.48,1158,Yoga,29.0,3.4,3,2,27.92,27.924845041322314,3474,13896,1.8046753246753247,25.084999999999997,12.975,12.109999999999998,6.710348301669544
58,Female,46.1,1.67,187,129,70,1.28,743,Yoga,25.3,1.8,4,2,16.53,16.529814622252502,2972,11888,1.5438961038961039,11.663300000000001,6.915,4.748300000000001,3.0755307873485878
53,Male,68.5,1.97,194,139,69,1.3,894,HIIT,23.2,2.1,3,2,17.65,17.650544976680667,2682,10728,1.3932467532467532,15.892,10.275,5.616999999999999,4.031590231170767
44,Male,94.6,1.84,170,120,67,1.26,748,HIIT,26.0,3.1,4,2,27.94,27.941871455576557,2992,11968,1.5542857142857143,24.596,14.19,10.406,6.695036764705883
34,Female,54.2,1.52,190,132,60,1.13,746,Cardio,31.0,2.2,3,1,23.46,23.459141274238227,2238,8952,1.1625974025974026,16.802,8.13,8.671999999999999,7.4591599642537965
26,Male,47.7,1.77,198,120,69,1.15,759,Strength,24.8,2.7,3,2,15.23,15.22550991094513,2277,9108,1.1828571428571428,11.829600000000001,7.155,4.674600000000001,3.951956521739131
50,Male,52.2,1.84,195,124,52,1.38,847,Strength,28.2,3.1,4,2,15.42,15.418241965973536,3388,13552,1.76,14.7204,7.83,6.8904,3.9149999999999996
30,Male,101.0,1.68,182,134,61,1.46,1076,Strength,28.2,2.9,4,2,35.79,35.785147392290256,4304,17216,2.235844155844156,28.481999999999996,15.149999999999999,13.331999999999997,5.962848513011151
45,Male,118.4,1.95,178,168,59,1.06,881,Yoga,24.9,2.4,3,2,31.14,31.137409598948064,2643,10572,1.372987012987013,29.4816,17.76,11.721599999999999,8.537298524404086
46,Female,47.9,1.72,171,147,57,1.41,933,Cardio,26.3,2.0,3,1,16.19,16.19118442401298,2799,11196,1.454025974025974,12.5977,7.185,5.4127,3.722560735977135
30,Female,51.5,1.74,174,150,64,1.08,810,Strength,33.9,2.0,3,2,17.01,17.010173074382347,2430,9720,1.2623376623376623,17.458499999999997,7.725,9.733499999999998,7.710694444444442
52,Female,79.9,1.51,190,142,54,0.75,479,Strength,31.5,2.6,3,1,35.04,35.042322705144514,1437,5748,0.7464935064935065,25.1685,11.985000000000001,13.1835,17.660568893528183
23,Male,121.3,1.85,196,167,53,0.72,661,Yoga,21.6,3.6,2,1,35.44,35.44192841490138,1322,5288,0.6867532467532468,26.2008,18.195,8.0058,11.657462178517399
35,Female,78.9,1.64,196,164,70,1.28,1050,Cardio,25.3,2.6,4,2,29.34,29.33521713265914,4200,16800,2.1818181818181817,19.9617,11.835,8.1267,3.7247375000000003
42,Male,73.5,1.63,188,136,68,0.52,350,Strength,26.1,3.2,3,1,27.66,27.663818736121044,1050,4200,0.5454545454545454,19.183500000000002,11.025,8.158500000000002,14.957250000000004
19,Male,127.9,1.93,185,168,70,1.27,1173,Strength,21.8,3.0,4,2,34.34,34.336492254825636,4692,18768,2.4374025974025972,27.8822,19.185,8.697200000000002,3.5682246376811606
47,Female,43.4,1.62,179,132,64,0.51,303,Cardio,25.3,2.3,3,1,16.54,16.537113244932172,909,3636,0.4722077922077922,10.9802,6.51,4.4702,9.466595159515952
22,Female,42.8,1.56,174,133,66,1.47,978,Strength,32.2,2.6,3,2,17.59,17.587113740959893,2934,11736,1.5241558441558443,13.7816,6.419999999999999,7.3616,4.829952283571915
50,Male,64.5,1.79,163,130,61,1.17,753,Yoga,28.1,2.4,4,2,20.13,20.130457850878564,3012,12048,1.5646753246753247,18.1245,9.674999999999999,8.449500000000002,5.400161852589643
18,Female,50.7,1.53,181,147,52,1.29,948,Yoga,33.0,2.1,3,2,21.66,21.65833653722927,2844,11376,1.4774025974025975,16.731,7.605,9.126000000000001,6.177056962025317
35,Male,59.2,1.66,197,161,59,1.3,1151,Strength,21.3,3.2,3,1,21.48,21.48352445928292,3453,13812,1.7937662337662337,12.6096,8.88,3.7295999999999996,2.0792006950477844
49,Female,78.9,1.73,182,151,64,1.38,938,Cardio,34.0,2.3,2,1,26.36,26.362390992014436,1876,7504,0.9745454545454545,26.826000000000004,11.835,14.991000000000003,15.382555970149259
28,Female,78.7,1.63,185,154,59,1.1,847,Strength,31.7,1.8,3,2,29.62,29.620986864390833,2541,10164,1.32,24.9479,11.805,13.142900000000001,9.956742424242425
38,Male,68.7,1.92,170,150,73,1.31,1081,Cardio,29.0,3.0,4,2,18.64,18.636067708333336,4324,17296,2.2462337662337664,19.923,10.305,9.617999999999999,4.281833950046253
43,Female,53.1,1.59,187,136,72,0.82,502,Strength,29.5,2.5,2,1,21.0,21.00391598433606,1004,4016,0.5215584415584416,15.6645,7.965,7.6995000000000005,14.762487549800797
42,Male,64.8,1.65,161,166,67,1.1,904,Cardio,24.4,2.8,3,2,23.8,23.801652892561986,2712,10848,1.4088311688311688,15.8112,9.719999999999999,6.091200000000001,4.323584070796461
39,Female,50.3,1.61,167,128,50,1.17,749,HIIT,32.8,2.5,2,1,19.41,19.40511554338181,1498,5992,0.7781818181818182,16.498399999999997,7.544999999999999,8.953399999999998,11.505537383177568
44,Male,102.3,1.63,188,129,52,1.34,856,Yoga,20.9,2.6,4,2,38.5,38.50351913884602,3424,13696,1.7787012987012987,21.380699999999997,15.344999999999999,6.0356999999999985,3.393318487149532
30,Male,62.9,1.92,170,127,70,1.13,789,HIIT,25.2,3.6,2,1,17.06,17.06271701388889,1578,6312,0.8197402597402598,15.8508,9.434999999999999,6.415800000000001,7.826625475285172
58,Male,52.0,1.79,173,169,52,1.12,937,HIIT,29.6,3.0,3,1,16.23,16.22920632939047,2811,11244,1.4602597402597404,15.392000000000003,7.8,7.592000000000003,5.199075062255427
52,Female,52.1,1.67,169,124,52,1.5,837,Yoga,32.0,1.5,2,1,18.68,18.681200473304887,1674,6696,0.8696103896103896,16.672,7.8149999999999995,8.857000000000001,10.18502090800478
18,Female,72.2,1.54,194,125,54,0.97,606,Strength,27.1,1.7,2,1,30.44,30.44358239163434,1212,4848,0.6296103896103896,19.566200000000002,10.83,8.736200000000002,13.875565181518155
45,Female,50.9,1.65,170,136,50,1.45,887,Strength,30.1,2.3,2,1,18.7,18.696051423324153,1774,7096,0.9215584415584416,15.320899999999998,7.635,7.685899999999998,8.340111330326943
34,Male,52.0,1.78,171,130,53,1.38,987,Strength,22.4,2.7,4,2,16.41,16.41206918318394,3948,15792,2.050909090909091,11.648,7.8,3.848,1.8762411347517731
22,Male,71.0,1.93,162,139,53,1.42,1086,Yoga,21.2,2.9,4,2,19.06,19.060914386963407,4344,17376,2.2566233766233768,15.052,10.65,4.401999999999999,1.9507021178637196
22,Female,58.3,1.72,173,128,63,1.0,640,Yoga,32.6,1.6,3,2,19.71,19.7065981611682,1920,7680,0.9974025974025974,19.0058,8.745,10.260800000000001,10.287520833333335
55,Female,63.0,1.7,187,121,67,1.32,719,Strength,34.9,2.5,3,1,21.8,21.79930795847751,2157,8628,1.1205194805194805,21.987,9.45,12.536999999999999,11.18856050069541
20,Male,111.0,1.94,170,156,50,1.02,875,Cardio,27.6,3.3,4,2,29.49,29.4930385800829,3500,14000,1.8181818181818181,30.636000000000003,16.65,13.986000000000004,7.692300000000002
40,Female,52.6,1.66,198,120,71,1.27,762,Strength,32.9,1.7,3,2,19.09,19.08840179997097,2286,9144,1.1875324675324674,17.3054,7.89,9.415399999999998,7.928541119860016
54,Male,116.4,2.0,184,123,65,1.13,688,Yoga,26.2,3.1,3,1,29.1,29.1,2064,8256,1.0722077922077922,30.496800000000004,17.46,13.036800000000003,12.158837209302328
54,Female,75.6,1.61,180,155,52,1.41,983,Yoga,34.9,2.5,4,2,29.17,29.16554145287604,3932,15728,2.0425974025974027,26.384399999999996,11.339999999999998,15.044399999999998,7.365328077314342
27,Male,61.6,1.8,169,144,72,1.48,1172,Yoga,26.4,3.1,2,1,19.01,19.012345679012345,2344,9376,1.2176623376623377,16.2624,9.24,7.022399999999999,5.767116040955631
27,Male,108.0,1.8,174,122,70,1.38,926,Cardio,28.6,2.5,4,2,33.33,33.33333333333333,3704,14816,1.9241558441558442,30.888000000000005,16.2,14.688000000000006,7.633477321814258
36,Female,59.3,1.75,178,128,58,0.99,634,Strength,34.5,2.3,3,1,19.36,19.363265306122447,1902,7608,0.9880519480519481,20.458499999999997,8.895,11.563499999999998,11.703332018927442
34,Male,75.7,1.94,181,141,72,1.18,915,Strength,29.3,2.4,4,2,20.11,20.113720905515997,3660,14640,1.9012987012987013,22.1801,11.355,10.825099999999999,5.693529371584699
38,Female,56.3,1.6,180,142,53,1.21,859,Yoga,28.8,1.9,4,2,21.99,21.992187499999993,3436,13744,1.784935064935065,16.2144,8.444999999999999,7.769400000000003,4.3527633876600715
31,Female,58.2,1.73,191,131,70,1.17,766,Yoga,25.8,1.8,3,2,19.45,19.44602225266464,2298,9192,1.1937662337662338,15.015600000000001,8.73,6.2856000000000005,5.2653524804177545
26,Male,55.7,1.68,182,129,54,1.13,802,Yoga,21.7,2.9,3,1,19.73,19.734977324263042,2406,9624,1.2498701298701298,12.0869,8.355,3.7318999999999996,2.9858302161263506
30,Female,62.7,1.67,164,162,70,1.02,826,HIIT,26.1,2.6,4,2,22.48,22.481982143497437,3304,13216,1.7163636363636363,16.364700000000003,9.405,6.959700000000003,4.054909957627121
21,Male,86.6,1.86,163,129,58,1.37,972,HIIT,21.8,2.6,3,2,25.03,25.031795583304422,2916,11664,1.5148051948051948,18.8788,12.989999999999998,5.8888,3.8874965706447187
18,Male,64.5,1.82,187,149,52,1.2,983,HIIT,23.4,2.4,3,2,19.47,19.472285955802437,2949,11796,1.531948051948052,15.093,9.674999999999999,5.418000000000001,3.5366734486266536
57,Male,76.6,1.86,173,141,55,1.14,796,Yoga,25.4,2.8,4,2,22.14,22.14128801017458,3184,12736,1.654025974025974,19.4564,11.489999999999998,7.9664,4.816369346733668
51,Male,60.7,1.71,168,169,60,1.14,954,Strength,22.1,2.5,2,1,20.76,20.758523990287614,1908,7632,0.9911688311688311,13.414700000000002,9.105,4.309700000000001,4.3480987945492675
48,Female,73.0,1.59,196,149,64,1.19,798,Strength,32.0,2.1,3,2,28.88,28.875440053795337,2394,9576,1.2436363636363637,23.36,10.95,12.41,9.978801169590643
25,Male,123.8,1.99,180,121,72,1.13,752,HIIT,25.6,2.6,3,1,31.26,31.261836822302467,2256,9024,1.1719480519480518,31.6928,18.57,13.122799999999998,11.19742464539007
56,Male,93.6,1.66,177,151,52,1.37,1024,Strength,29.0,2.2,2,1,33.97,33.967194077514876,2048,8192,1.063896103896104,27.143999999999995,14.04,13.103999999999996,12.316992187499997
43,Male,76.8,1.92,192,161,50,1.24,988,Yoga,21.1,2.5,3,1,20.83,20.833333333333332,2964,11856,1.5397402597402596,16.204800000000002,11.52,4.684800000000003,3.042591093117411
51,Female,54.7,1.53,167,135,69,1.11,674,HIIT,26.8,2.0,4,2,23.37,23.367081037207914,2696,10784,1.4005194805194805,14.659600000000001,8.205,6.454600000000001,4.60871847181009
20,Male,92.3,1.94,176,131,71,1.14,821,HIIT,24.3,2.1,3,2,24.52,24.52439154001488,2463,9852,1.2794805194805194,22.4289,13.844999999999999,8.5839,6.708894640682095
29,Female,71.8,1.55,190,120,68,1.2,720,Cardio,26.3,2.4,4,2,29.89,29.885535900104053,2880,11520,1.4961038961038962,18.8834,10.77,8.113400000000002,5.423019097222223
18,Female,66.9,1.57,193,127,63,1.07,679,Cardio,30.7,2.2,3,2,27.14,27.141060489269343,2037,8148,1.0581818181818181,20.538300000000003,10.035,10.503300000000003,9.925798969072169
22,Female,48.7,1.76,165,167,66,1.37,1144,HIIT,29.0,2.2,4,2,15.72,15.72184917355372,4576,18304,2.3771428571428572,14.123,7.305,6.818,2.8681490384615382
47,Male,66.2,1.71,181,169,71,1.42,1188,HIIT,22.8,2.9,3,1,22.64,22.63944461543723,3564,14256,1.8514285714285714,15.0936,9.93,5.163600000000001,2.788981481481482
34,Male,112.4,1.85,162,134,66,1.18,870,HIIT,23.4,3.6,4,2,32.84,32.841490138787435,3480,13920,1.8077922077922077,26.3016,16.86,9.441600000000001,5.222724137931035
40,Female,70.0,1.55,171,163,74,0.85,693,Yoga,31.1,1.5,3,1,29.14,29.1363163371488,2079,8316,1.08,21.77,10.5,11.27,10.435185185185183
32,Male,84.0,1.74,195,127,63,1.45,1013,Strength,25.8,2.1,3,1,27.74,27.74474831549742,3039,12156,1.5787012987012987,21.672,12.6,9.072000000000001,5.7464955577492605
54,Female,43.8,1.65,171,129,61,1.29,749,Yoga,26.6,1.7,4,2,16.09,16.088154269972453,2996,11984,1.5563636363636364,11.6508,6.569999999999999,5.080800000000001,3.2645327102803745
28,Male,84.8,1.79,182,138,55,1.35,1025,Cardio,28.8,2.3,4,2,26.47,26.466090321775226,4100,16400,2.1298701298701297,24.422400000000003,12.719999999999999,11.702400000000004,5.494419512195124
56,Male,109.6,1.66,188,166,66,1.29,1060,Cardio,20.5,3.1,3,2,39.77,39.773552039483235,3180,12720,1.651948051948052,22.467999999999996,16.439999999999998,6.027999999999999,3.6490251572327033
55,Male,86.4,1.77,176,157,61,1.0,777,Yoga,27.3,2.8,3,2,27.58,27.57828210284401,2331,9324,1.210909090909091,23.587200000000003,12.96,10.627200000000002,8.776216216216218
51,Female,63.9,1.8,191,130,72,1.07,626,HIIT,33.7,2.7,4,2,19.72,19.72222222222222,2504,10016,1.3007792207792208,21.5343,9.584999999999999,11.949300000000003,9.186262979233229
55,Female,70.8,1.62,166,162,68,0.54,394,Strength,26.0,1.8,3,1,26.98,26.97759487882944,1182,4728,0.614025974025974,18.408,10.62,7.788000000000002,12.68350253807107
51,Male,115.3,1.67,189,139,55,1.38,950,Yoga,24.4,2.5,3,2,41.34,41.34246477105669,2850,11400,1.4805194805194806,28.1332,17.294999999999998,10.8382,7.320538596491228
47,Male,73.9,1.8,173,140,50,1.36,942,Strength,28.3,3.7,3,1,22.81,22.808641975308642,2826,11304,1.468051948051948,20.913700000000002,11.085,9.828700000000001,6.695062809624912
32,Male,97.3,1.96,189,137,50,1.36,1025,HIIT,24.9,3.4,3,2,25.33,25.327988338192423,3075,12300,1.5974025974025974,24.2277,14.594999999999999,9.6327,6.030226829268293
44,Female,60.4,1.65,176,169,54,1.27,966,HIIT,32.6,2.1,4,2,22.19,22.18549127640037,3864,15456,2.0072727272727273,19.6904,9.059999999999999,10.630400000000002,5.295942028985508
51,Male,49.3,1.61,191,129,55,1.36,868,Cardio,28.3,2.9,2,1,19.02,19.019327958026306,1736,6944,0.9018181818181819,13.9519,7.395,6.556900000000001,7.270756048387097
55,Male,91.8,1.78,165,153,65,1.44,1091,Cardio,23.5,3.4,3,1,28.97,28.973614442620878,3273,13092,1.7002597402597404,21.572999999999997,13.77,7.802999999999997,4.589298808432629
50,Female,73.6,1.55,183,145,74,0.89,581,HIIT,33.9,2.1,3,1,30.63,30.634755463059307,1743,6972,0.9054545454545454,24.950399999999995,11.04,13.910399999999996,15.362891566265056
32,Male,65.2,1.62,186,128,63,0.58,408,Cardio,25.3,3.4,2,1,24.84,24.84377381496723,816,3264,0.4238961038961039,16.4956,9.78,6.7156,15.842561274509805
59,Male,96.7,1.71,183,150,62,0.57,423,Yoga,28.4,2.9,3,1,33.07,33.070004445812394,1269,5076,0.6592207792207793,27.462799999999998,14.504999999999999,12.957799999999999,19.65623719464145
34,Female,46.9,1.61,196,161,69,1.02,821,Strength,28.6,1.7,3,2,18.09,18.0934377531731,2463,9852,1.2794805194805194,13.413400000000001,7.034999999999999,6.378400000000002,4.985148193260254
22,Female,72.1,1.62,183,123,59,1.38,849,HIIT,25.1,2.1,3,1,27.47,27.472946197226026,2547,10188,1.3231168831168831,18.097099999999998,10.815,7.282099999999998,5.503746564585786
21,Male,110.7,1.69,193,133,59,1.06,775,Yoga,27.0,2.7,3,1,38.76,38.75914708868738,2325,9300,1.2077922077922079,29.889000000000003,16.605,13.284000000000002,10.998580645161292
27,Male,102.6,1.83,199,123,58,1.41,954,HIIT,26.5,3.5,3,2,30.64,30.63692555764579,2862,11448,1.4867532467532467,27.189,15.389999999999999,11.799000000000001,7.936084905660379
34,Male,115.3,1.81,181,167,67,1.36,1249,Yoga,24.5,2.2,2,1,35.19,35.19428588870913,2498,9992,1.2976623376623377,28.2485,17.294999999999998,10.953500000000002,8.440947758206566
41,Male,74.3,1.61,160,136,51,1.06,714,Strength,24.8,3.5,4,2,28.66,28.664017591913886,2856,11424,1.4836363636363636,18.426399999999997,11.145,7.281399999999998,4.907806372549018
22,Female,78.5,1.7,177,138,66,1.36,938,Strength,31.9,2.1,4,2,27.16,27.16262975778547,3752,15008,1.949090909090909,25.0415,11.775,13.266499999999999,6.806506529850746
51,Female,77.3,1.58,171,168,68,0.97,733,Cardio,31.1,2.0,2,1,30.96,30.96458900817176,1466,5864,0.7615584415584415,24.0403,11.594999999999999,12.4453,16.341884379263302
19,Male,72.0,1.94,199,148,62,1.17,952,Yoga,24.7,3.2,3,2,19.13,19.130619619513233,2856,11424,1.4836363636363636,17.784,10.799999999999999,6.984,4.70735294117647
30,Female,77.9,1.77,166,130,62,1.41,916,Cardio,27.9,2.6,4,2,24.87,24.86514092374477,3664,14656,1.9033766233766234,21.734099999999998,11.685,10.049099999999997,5.27961722161572
28,Female,69.6,1.58,182,135,50,1.49,1006,Cardio,27.8,2.0,3,2,27.88,27.88014741227367,3018,12072,1.5677922077922077,19.3488,10.44,8.908800000000001,5.682385685884693
40,Male,68.9,1.99,180,149,51,1.16,951,Cardio,25.0,2.4,4,2,17.4,17.398550541652988,3804,15216,1.9761038961038961,17.225,10.335,6.890000000000001,3.486658780231336
48,Female,68.2,1.69,170,159,73,0.75,537,HIIT,28.4,2.5,3,1,23.88,23.878715731241908,1611,6444,0.8368831168831169,19.3688,10.23,9.1388,10.920043451272502
28,Female,79.6,1.59,181,130,54,1.49,968,HIIT,28.2,1.5,3,2,31.49,31.486096277837106,2904,11616,1.5085714285714287,22.447199999999995,11.94,10.507199999999996,6.964999999999996
33,Female,53.6,1.52,194,126,73,1.02,643,Cardio,30.9,2.3,2,1,23.2,23.1994459833795,1286,5144,0.668051948051948,16.5624,8.04,8.522400000000001,12.757091757387249
25,Female,57.7,1.58,188,145,52,1.36,986,Yoga,25.7,2.2,3,2,23.11,23.11328312770389,2958,11832,1.5366233766233766,14.8289,8.655,6.1739000000000015,4.017835530764031
21,Male,74.2,1.93,187,141,56,1.32,1024,HIIT,28.3,2.5,3,2,19.92,19.91999785229134,3072,12288,1.5958441558441558,20.998600000000003,11.13,9.868600000000002,6.183937174479168
21,Female,54.9,1.78,173,138,71,0.55,380,HIIT,31.7,2.0,2,1,17.33,17.327357656861505,760,3040,0.3948051948051948,17.403299999999998,8.235,9.168299999999999,23.22233881578947
42,Male,50.3,1.64,177,150,62,0.63,468,Strength,27.0,2.4,3,1,18.7,18.70166567519334,1404,5616,0.7293506493506493,13.581,7.544999999999999,6.0360000000000005,8.275854700854701
20,Female,46.5,1.68,187,145,72,0.91,660,HIIT,27.9,2.4,2,1,16.48,16.475340136054424,1320,5280,0.6857142857142857,12.973499999999998,6.975,5.998499999999998,8.747812499999997
20,Male,83.0,1.8,167,160,73,0.79,695,Yoga,29.6,2.9,2,1,25.62,25.61728395061728,1390,5560,0.7220779220779221,24.568000000000005,12.45,12.118000000000006,16.78212230215828
46,Female,66.5,1.73,163,142,56,1.11,709,Yoga,34.7,2.0,3,1,22.22,22.219252230278325,2127,8508,1.1049350649350649,23.0755,9.975,13.100500000000002,11.85635284438176
49,Female,70.2,1.67,186,166,50,0.93,695,Strength,32.5,1.8,3,1,25.17,25.17121445731292,2085,8340,1.0831168831168831,22.815,10.53,12.285000000000002,11.342266187050361
36,Male,121.9,1.93,195,132,54,1.49,1082,Cardio,21.8,3.4,3,2,32.73,32.72571075733577,3246,12984,1.6862337662337663,26.5742,18.285,8.289200000000001,4.915807147258164
38,Female,70.3,1.52,164,144,66,1.19,857,Yoga,25.6,2.0,4,2,30.43,30.427631578947366,3428,13712,1.7807792207792208,17.9968,10.545,7.4518,4.184572637106185
22,Female,40.3,1.56,192,121,57,1.45,877,HIIT,30.8,2.1,4,2,16.56,16.559829059829056,3508,14032,1.8223376623376624,12.412399999999998,6.044999999999999,6.367399999999999,3.494083523375142
35,Male,101.4,1.76,193,121,64,0.84,559,HIIT,23.6,2.9,2,1,32.74,32.73502066115703,1118,4472,0.5807792207792207,23.930400000000002,15.21,8.720400000000001,15.015000000000004
45,Male,79.2,1.95,189,135,69,1.47,982,Yoga,22.8,2.8,3,2,20.83,20.82840236686391,2946,11784,1.5303896103896104,18.0576,11.88,6.1776,4.036619144602851
59,Female,75.8,1.77,167,128,53,1.46,841,Strength,33.1,1.8,3,1,24.19,24.19483545596731,2523,10092,1.3106493506493506,25.0898,11.37,13.719800000000001,10.467940943321445
39,Male,71.7,1.88,198,147,51,0.55,445,Cardio,23.7,2.2,2,1,20.29,20.286328655500228,890,3560,0.4623376623376623,16.9929,10.755,6.237899999999998,13.492087078651682
